Dam Name,NID ID,Owner Names,Primary Owner Type,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),Congressional District,American Indian/Alaska Native/Native Hawaiian,State Regulated Dam,Federally Regulated Dam,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,Operational Status,Operational Status Date,EAP Prepared,EAP Last Revision Date,Inundation Maps Added to NID?,Website URL
Battlement #6,CO01596,BATTLEMENT RESERVOIR COMPANY (ROY SAVAGE),Private,,Yes,Irrigation,39.37723,-107.922514,Colorado,Garfield,GRAND VALLEY,10,"Colorado, Congressional District 03",,Yes,No,18,18,18,18,Less than 25 feet,300,0,1898,Before 1900,,80,80,1,1,0,500,Uncontrolled,3,,12/22/2022,,0,Low,Fair,7/11/2018,,,Not Required,,No,https://damsafety.org/colorado
Sizemore Dam,NC03022,"Prescott Holdings, LLC",Private,,,Recreation,35.402,-82.5067,North Carolina,Henderson,,,"North Carolina, Congressional District 11",,Yes,No,,,15,15,Less than 25 feet,,,,Undetermined,,25,25,,,,,,,,1/27/2025,11/18/2009,,High,Satisfactory,11/18/2009,,,No,,No,https://damsafety.org/north-carolina
E & D Sheppard Dam,NC05076,"Sheppard Holdings, LLC",Private,,,Irrigation,34.9467,-79.8801,North Carolina,Anson,Lilesville,7,"North Carolina, Congressional District 08",,Yes,No,,16,20,20,Less than 25 feet,400,,,Undetermined,,24,24,20,3,0.68,,None,,,1/27/2025,7/31/2024,,High,Fair,7/31/2024,,,Yes,3/27/2009,No,https://damsafety.org/north-carolina
Equestrian Lakes Dam,KY01253,Equestrian Lakes Owners Association,Private,,,Recreation,38.150997,-85.358461,Kentucky,Shelby,Wilsonville,3.5,"Kentucky, Congressional District 04",,Yes,No,23,,,23,Less than 25 feet,700,,,Undetermined,,189.3,189.3,116.2,12.6,0.19,,Uncontrolled,,,4/13/2023,1/6/2023,5,Low,Satisfactory,1/6/2023,,,Not Required,,No,https://damsafety.org/kentucky
Bryan Lake Dam,KY01248,HENRY VINCENT,Private,,,Recreation,37.255639,-87.292853,Kentucky,Muhlenberg,GRAHAM,,"Kentucky, Congressional District 02",,Yes,No,35,,,35,25-50 feet,750,,,Undetermined,,403,403,357,22.3,0.3,,Uncontrolled,,,9/12/2024,7/25/2024,1,High,Poor,7/25/2024,,,Not Required,,No,https://damsafety.org/kentucky
Allen Trust Dam,NC06324,"Waterview Townes HOA, Inc.",Private,,,Other,35.8295,-78.5772,North Carolina,Wake,,,"North Carolina, Congressional District 02",,Yes,No,,,,0,Undetermined,,,,Undetermined,,0,,,,,,,,,1/27/2025,12/17/2024,,High,Fair,12/17/2024,,,Yes,3/1/2022,No,https://damsafety.org/north-carolina
Souhegan Site 8 South Dike,NH01074,NH DES WATER DIVISION,State,,,Flood Risk Reduction,42.8747,-71.755,New Hampshire,Hillsborough,LYNDEBOROUGH,,"New Hampshire, Congressional District 02",,Yes,No,9,,,9,Less than 25 feet,330,,1977,1970-1979,,170,170,130,48,4.44,,,,,2/14/2023,4/24/2020,6,Low,Satisfactory,4/24/2020,Normal Operations,4/24/2020,Not Required,,No,https://damsafety.org/new-hampshire
Municipal Finishing Sewage Lagoon 2,NH00809,TOWN OF NEWPORT,Local Government,,,Other,43.380043,-72.182198,New Hampshire,Sullivan,NEWPORT,,"New Hampshire, Congressional District 02",,Yes,No,11,,,11,Less than 25 feet,1675,,1968,1960-1969,,44,44,32,4,0,0,,,,2/14/2023,11/9/2021,4,Significant,Satisfactory,11/9/2021,Normal Operations,11/9/2021,Not Required,,No,https://damsafety.org/new-hampshire
Marshall Retention Basin Dam,NC06202,Duke Energy Corporation,Public Utility,,,Flood Risk Reduction,35.5999,-80.9762,North Carolina,Catawba,Lake Norman,1,"North Carolina, Congressional District 10",,Yes,No,,14,22,22,Less than 25 feet,465,,,Undetermined,,32,12,32,6.2,0.02,,Controlled,,,1/27/2025,10/16/2024,,High,Satisfactory,10/16/2024,,,Yes,8/29/2024,No,https://damsafety.org/north-carolina
Lost Lake,CO00878,A.L. COHEN,Private,,Yes,Irrigation,39.780009,-106.257229,Colorado,Summit,KREMMLING,19,"Colorado, Congressional District 02",,Yes,No,10,10,10,10,Less than 25 feet,100,0,1924,1920-1929,,100,100,50,10,0,210,Uncontrolled,10,,12/22/2022,8/17/1986,6,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/colorado
Hap Cremean Lowhead Dam,OH03221,City of Columbus,Local Government,"Uhlmann & Associates, Consulting Engineers",,Water Supply,40.06222222,-82.88888889,Ohio,Franklin,,,"Ohio, Congressional District 03",,Yes,No,14,,,14,Less than 25 feet,200,,1953,1950-1959,,533,533,187,28,188.16,,,,,2/1/2024,12/21/2020,5,Significant,Satisfactory,12/21/2020,,,No,,No,https://damsafety.org/ohio
Connelly Dam,NC03184,James K Rowland,Private,,,Recreation,35.1216,-83.0999,North Carolina,Jackson,Fairfield Development,4,"North Carolina, Congressional District 11",,Yes,No,,,30,30,25-50 feet,,,,Undetermined,,0,,,,,,,,,1/27/2025,2/29/2024,,High,Unsatisfactory,2/29/2024,,,No,,No,https://damsafety.org/north-carolina
Word of Truth Full Gospel Church Dam,MS07340,,Not Listed,,,,32.83361111,-90.35916667,Mississippi,Yazoo,,,"Mississippi, Congressional District 02",,Yes,No,24,,,24,Less than 25 feet,,,,Undetermined,,50,50,,,0.03,,,,,5/31/2023,2/10/2023,,High,Poor,1/5/2021,Enforcement Pending/Ongoing,3/3/2023,No,,No,https://damsafety.org/mississippi
Carolina Commons Dam,NC05962,Carolina Colours Association Inc.,Private,,,Recreation,35.0213638,-77.016375,North Carolina,Craven,James City,6,"North Carolina, Congressional District 03",,Yes,No,,,,0,Undetermined,,,2009,Since 2000,,0,,,,,,,,,3/17/2025,12/13/2024,,High,Fair,12/13/2024,,,No,,No,https://damsafety.org/north-carolina
Bagwell Pond Dam,NC00840,"Bagwell Brothers Farms, LLC",Private,,,Recreation,35.7085,-78.5615,North Carolina,Wake,Raleigh,3.4,"North Carolina, Congressional District 13",,Yes,No,,22,25,25,25-50 feet,393,,1962,1960-1969,,95,95,89,10,0.95,211,,,,1/27/2025,1/11/2023,,Low,Fair,1/11/2023,,,No,,No,https://damsafety.org/north-carolina
Grove Dam,VA019119,,Not Listed,,,,37.3924,-79.3371,Virginia,Bedford,,,"Virginia, Congressional District 05",,Yes,No,26,,,26,25-50 feet,,,,Undetermined,,58.34,58.34,31,4.08,0.19,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,1/5/2021,No,,No,https://damsafety.org/virginia
Paradise Lake Dam,VA011019,Paradise Lake Inc.,Private,,,Recreation,37.3351,-78.937,Virginia,Appomattox,,,"Virginia, Congressional District 05",,Yes,No,19,19,19,19,Less than 25 feet,,,,Undetermined,,58.6,58.6,,,,,,,,12/4/2022,1/14/2022,6,Low,Fair,1/14/2022,Not Applicable,3/8/2021,No,,No,https://damsafety.org/virginia
Rohrbaugh Dam,VA113027,"ROHRBAUGH, JOHN M",Private,,,,38.4978,-78.2187,Virginia,Madison,,,"Virginia, Congressional District 07",,Yes,No,22,,,22,Less than 25 feet,615,,,Undetermined,,60.02,60.02,43.2,6,0.21,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,1/5/2021,No,,No,https://damsafety.org/virginia
Donlin Detention Dam,WY01435,USDI BLM,Federal,BLM,Yes,"Fire Protection, Stock, Or Small Fish Pond",43.211944,-107.306667,Wyoming,Natrona,LYSITE,36,"Wyoming, Congressional District 00",,Yes,No,34,28,32,34,25-50 feet,470,37850,1955,1950-1959,,233,,233,23,0,415,Uncontrolled,25,Other Controlled1,1/8/2024,7/26/2023,5,Low,Fair,7/26/2023,,,Not Required,,No,https://damsafety.org/wyoming
Oknoname ,OK30593,Stephen D Plunk,Private,,,Debris Control,36.483042,-96.15748,Oklahoma,Osage,Avant  OK,10,"Oklahoma, Congressional District 03",Osage Reservation,Yes,No,20,23,23,23,Less than 25 feet,670,,,Undetermined,,50,50,31,4.5,0.07,11.2,,,,3/21/2022,,5,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/oklahoma
Hart 1,OK30578,Madala Farms,Private,,,Irrigation,34.70805556,-97.52472222,Oklahoma,Garvin,,,"Oklahoma, Congressional District 04",Chickasaw OTSA,Yes,No,27,27,33,33,25-50 feet,775,,,Undetermined,,100,100,44.5,7.6,0.41,43,,,,3/21/2022,,5,Low,Not Rated,,,,Not Required,,No,https://damsafety.org/oklahoma
Meador Dam,VA019076,Arthur T meador,Private,,,,37.2303,-79.6155,Virginia,Bedford,,,"Virginia, Congressional District 09",,Yes,No,29,,,29,25-50 feet,,,,Undetermined,,48.6,48.6,31.7,3.37,0.05,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,1/5/2021,No,,No,https://damsafety.org/virginia
Mill Creek 1b,WI00385,Richland County,Local Government,USDA NRCS,,Flood Risk Reduction,43.3665249,-90.4963991,Wisconsin,Richland,NONE,0,"Wisconsin, Congressional District 03",,Yes,No,33,18,33,33,25-50 feet,656,,1962,1960-1969,,160,160,28,5,1,191,Uncontrolled,,,9/16/2022,6/1/2022,10,Low,Fair,11/27/2017,,,Yes,1/1/2012,No,https://damsafety.org/wisconsin
Twin Parks 7,WI00040,Iowa County,Local Government,USDA NRCS,,Recreation,43.01946,-89.91654,Wisconsin,Iowa,NONE,0,"Wisconsin, Congressional District 02",,Yes,No,38,25,38,38,25-50 feet,540,,1963,1960-1969,,230,230,83,11,1.5,550,Controlled,,,9/16/2022,6/2/2021,2,High,Fair,2/3/2020,,,Yes,1/1/2014,No,https://damsafety.org/wisconsin
Coon Creek 31,WI00367,Monroe County,Local Government,USDA NRCS,,Flood Risk Reduction,43.78182,-90.87715,Wisconsin,Monroe,NONE,0,"Wisconsin, Congressional District 03",,Yes,No,36,21,36,36,25-50 feet,280,,1961,1960-1969,,46,46,12,2,1,97,Uncontrolled,21.5,,9/16/2022,5/6/2021,10,Low,Fair,11/27/2017,,,Yes,1/1/1996,No,https://damsafety.org/wisconsin
Twin Parks 3,WI00358,Iowa County,Local Government,USDA NRCS,,Flood Risk Reduction,43.0168712,-90.0156931,Wisconsin,Iowa,NONE,0,"Wisconsin, Congressional District 02",,Yes,No,33,17,33,33,25-50 feet,346,,1965,1960-1969,,244,244,26,7,2,115,Uncontrolled,39.5,,9/16/2022,5/18/2022,10,Low,Fair,5/13/2020,,,No,,No,https://damsafety.org/wisconsin
Homestead Flat Detention Dam,WY02510,USDI BLM,Federal,JAMES KOR,Yes,Water Supply,42.924167,-107.926667,Wyoming,Fremont,,0,"Wyoming, Congressional District 00",,Yes,No,24,24,24,24,Less than 25 feet,390,29470,,Undetermined,,54,54,34,0,0,0,,0,None,1/8/2024,7/27/2023,5,Low,Poor,7/27/2023,,,Not Required,,No,https://damsafety.org/wyoming
R. A. Smith Dam,VA147022,,Not Listed,,,Recreation,37.28,-78.4175,Virginia,Prince Edward,,0,"Virginia, Congressional District 05",,Yes,No,21,,,21,Less than 25 feet,,,,Undetermined,,89,89,32,,0.31,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,6/18/2022,No,,No,https://damsafety.org/virginia
Murphy Dam,VA147021,,Not Listed,,,Recreation,37.2655,-78.4428,Virginia,Prince Edward,,0,"Virginia, Congressional District 05",,Yes,No,26,,,26,25-50 feet,,,,Undetermined,,33,33,21,,0.04,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,6/18/2022,No,,No,https://damsafety.org/virginia
Mottley Dam,VA147018,Town of Farmville,Private,USDA NRCS,,Recreation,37.3285,-78.4782,Virginia,Prince Edward,,7,"Virginia, Congressional District 05",,Yes,No,28,,,28,25-50 feet,315,,,Undetermined,,475,475,310,26,1.64,,,,,12/4/2022,,6,Low,Not Rated,,"Under Investigation, Planning, Permitting, or Design for Remediation",6/18/2022,Yes,9/28/2009,No,https://damsafety.org/virginia
H&W LLC Dam,VA089023,H&W LLC,Private,,,Recreation,36.5931,-79.8701,Virginia,Henry,,,"Virginia, Congressional District 09",,Yes,No,20,,,20,Less than 25 feet,460,,,Undetermined,,89,89,68,10.1,1.08,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,3/8/2021,No,,No,https://damsafety.org/virginia
Wilsons Dam,VA147012,Samuel Wilson,Private,,,Recreation,37.2909,-78.2855,Virginia,Prince Edward,,2,"Virginia, Congressional District 05",,Yes,No,24,,,24,Less than 25 feet,,,,Undetermined,,330,330,180,,0.54,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,6/18/2022,No,,No,https://damsafety.org/virginia
Container Warehouse Corp Dam,VA089020,Container Warehouse Inc,Private,,,,36.5443,-79.8185,Virginia,Henry,,,"Virginia, Congressional District 09",,Yes,No,27,,,27,25-50 feet,340,,,Undetermined,,42,42,33,3.5,0.05,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,3/8/2021,No,,No,https://damsafety.org/virginia
Beatties Mill Dam,VA085035,Amanda P. Garthright,Private,,,Recreation,37.6214,-77.2502,Virginia,Hanover,,,"Virginia, Congressional District 01",,Yes,No,18,,,18,Less than 25 feet,400,,,Undetermined,,107,107,,,4.15,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,3/8/2021,No,,No,https://damsafety.org/virginia
Coon Creek 41,WI01167,Vernon County,Local Government,USDA NRCS,,Flood Risk Reduction,43.71026,-90.85048,Wisconsin,Vernon,CTH P,,"Wisconsin, Congressional District 03",,Yes,No,39,26,39,39,25-50 feet,500,,1965,1960-1969,,134,134,,,2.5,2062,,,,9/16/2022,5/6/2021,2,High,Fair,5/13/2020,,,Yes,1/1/2012,No,https://damsafety.org/wisconsin
Jarratt Municipal Raw Water Storage Reservoir Dam,VA081019,Greensville County Water and Sewer Authority,Local Government,"B & B Consultants, Inc.",,Water Supply,36.8374,-77.5083,Virginia,Greensville,Jarratt,3,"Virginia, Congressional District 04",,Yes,No,51,,51,51,51-100 feet,9387,,,Undetermined,,3682,3682,3176,125.4,0.2,126,Controlled,8,Uncontrolled0;Uncontrolled0,12/4/2022,11/3/2022,1,High,Satisfactory,11/3/2022,Normal Operations,1/5/2021,Yes,6/2/2020,No,https://damsafety.org/virginia
Robinson Dam,VA081009,,Not Listed,USDA NRCS,,Irrigation,36.5654,-77.6037,Virginia,Greensville,,2,"Virginia, Congressional District 04",,Yes,No,12,,,12,Less than 25 feet,,,,Undetermined,,50,50,30,,3.18,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,3/26/2022,No,,No,https://damsafety.org/virginia
Aaron Dam,VA143024,,Not Listed,,,Irrigation,36.8389,-79.5607,Virginia,Pittsylvania,,0,"Virginia, Congressional District 05",,Yes,No,18,,,18,Less than 25 feet,275,,,Undetermined,,51,51,29,,0.39,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,3/8/2021,No,,No,https://damsafety.org/virginia
Thorton Dam,VA143022,Tommy K. & Lacey M. Thorton,Private,,,Irrigation,36.6594,-79.2741,Virginia,Pittsylvania,,0,"Virginia, Congressional District 05",,Yes,No,29,,,29,25-50 feet,,,,Undetermined,,94,94,71,,0.27,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,3/8/2021,Not Required,,No,https://damsafety.org/virginia
Beautiful Run Dam #4,VA113003,Culpeper Soil and Water Conservation District,Local Government,Schnabel Engineering;USDA NRCS,,Flood Risk Reduction,38.3074,-78.2457,Virginia,Madison,,11,"Virginia, Congressional District 07",,Yes,No,29,,,29,25-50 feet,220,,,Undetermined,,86,86,22.7,3.9,0.48,,,,,12/4/2022,4/13/2022,6,Low,Satisfactory,4/13/2022,Normal Operations,4/18/2022,Yes,2/10/2020,No,https://damsafety.org/virginia
Winkle Dam,VA117013,F.E. Watkins Est.,Private,USDA NRCS,,Irrigation,36.686,-78.0573,Virginia,Mecklenburg,,0,"Virginia, Congressional District 05",,Yes,No,26,,,26,25-50 feet,,,,Undetermined,,63,63,41,,0.11,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,6/18/2022,Not Required,,No,https://damsafety.org/virginia
Johnsons Dam,VA117009,,Not Listed,USDA NRCS,,Recreation,36.6511,-78.3176,Virginia,Mecklenburg,,2,"Virginia, Congressional District 05",,Yes,No,18,,,18,Less than 25 feet,,,,Undetermined,,60,60,36,,0.36,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,6/18/2022,No,,No,https://damsafety.org/virginia
Blalock Dam,VA117008,W. E. Blalock,Private,USDA NRCS,,Recreation,36.6264,-78.2585,Virginia,Mecklenburg,,0,"Virginia, Congressional District 05",,Yes,No,24,,,24,Less than 25 feet,,,,Undetermined,,59,59,46,,0.4,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,6/18/2022,Not Required,,No,https://damsafety.org/virginia
River Ridge Assoc. Dam,VA117007,"River Ridge Assoc., Inc.",Private,USDA NRCS,,Recreation,36.5744,-78.1407,Virginia,Mecklenburg,,0,"Virginia, Congressional District 05",,Yes,No,20,,,20,Less than 25 feet,,,,Undetermined,,50,50,19,,0.06,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,6/18/2022,No,,No,https://damsafety.org/virginia
Augustine Golf Dam,VA179026,AUGUSTINE GOLF INVESTORS LLC,Private,,,,38.4391,-77.4695,Virginia,Stafford,,,"Virginia, Congressional District 07",,Yes,No,28,,,28,25-50 feet,330,,,Undetermined,,89.54,89.54,20.5,3.3,0.8,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,1/5/2021,No,,No,https://damsafety.org/virginia
Clifton Pond Dam,VA085027,Paul and Betty Parrish,Private,,,Recreation,37.6397,-77.1982,Virginia,Hanover,,2.5,"Virginia, Congressional District 01",,Yes,No,25,,,25,25-50 feet,500,,,Undetermined,,150,150,55,11.9,0.1,,,,,12/4/2022,,6,Low,Not Rated,,Normal Operations,1/5/2021,Yes,5/10/2006,No,https://damsafety.org/virginia
Holtzgraph Dam,VA085017,Marchetti Properties Iii Llc Et Als,Private,,,Other,37.692,-77.538,Virginia,Hanover,,,"Virginia, Congressional District 01",,Yes,No,25,,,25,25-50 feet,500,,,Undetermined,,160,160,,,0.53,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,3/8/2021,No,,No,https://damsafety.org/virginia
Beaverdam Creek Dam,VA107001,Loudoun Water,Public Utility,,,Water Supply,39.0257,-77.5408,Virginia,Loudoun,,29,"Virginia, Congressional District 10",,Yes,No,55,,,55,51-100 feet,1165,,,Undetermined,,6764,6764,4082,275,5.5,,,,,12/4/2022,8/25/2021,1,High,Satisfactory,8/25/2021,Normal Operations,1/5/2021,Yes,6/18/2018,No,https://damsafety.org/virginia
Middleton Dam,VA105001,Robert Middleton;Steve Middleton,Private,,,Recreation,36.759,-83.1151,Virginia,Lee,,5,"Virginia, Congressional District 09",,Yes,No,39,39,39,39,25-50 feet,250,,,Undetermined,,287.3,287.3,74.3,6.3,0.7,,,,,12/4/2022,,1,High,Not Rated,,"Under Investigation, Planning, Permitting, or Design for Remediation",3/8/2021,No,,No,https://damsafety.org/virginia
The Fields Dam @ Cold Harbor,VA085056,,Not Listed,,,Recreation,37.5679,-77.269,Virginia,Hanover,,,"Virginia, Congressional District 01",,Yes,No,17,,,17,Less than 25 feet,500,,,Undetermined,,62,62,,,0.27,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,3/8/2021,No,,No,https://damsafety.org/virginia
Crazy Rabbit Reservoir,WY02311,DOI BLM,Federal,,No,Flood Risk Reduction,43.8911,-107.51978,Wyoming,Washakie,TEN SLEEP,10.5,"Wyoming, Congressional District 00",,Yes,Yes,,26,32,32,25-50 feet,468,33748,,Undetermined,,87.24,87.24,,7.08,1148.9,594,Uncontrolled,1.5,,1/17/2024,8/1/2016,5,Low,Unsatisfactory,8/1/2016,,,Not Required,,No,https://www.blm.gov/
Timberlake Dam #3,VA085043,Riley B. Lowe,Private,,,Recreation,37.7115,-77.3315,Virginia,Hanover,,,"Virginia, Congressional District 01",,Yes,No,23,,,23,Less than 25 feet,340,,,Undetermined,,159,159,,8,1.41,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,3/8/2021,No,,No,https://damsafety.org/virginia
J.T. Hirst Dam,VA107019,Town of Purcellville;Town of Purcellville,Local Government,CHA;USDA NRCS,,Water Supply,39.1983,-77.776,Virginia,Loudoun,,0,"Virginia, Congressional District 10",,Yes,No,34,,,34,25-50 feet,600,,,Undetermined,,155,155,128,8.6,1.03,,,,,12/4/2022,1/14/2022,3,Significant,Fair,1/14/2022,Normal Operations,4/18/2022,Yes,7/26/2021,No,https://damsafety.org/virginia
Fye Dam,VA083020,Phillip Crozier,Private,,,Irrigation,36.6655,-79.1219,Virginia,Halifax,,2,"Virginia, Congressional District 05",,Yes,No,39,,,39,25-50 feet,732,,,Undetermined,,244,244,227,15,0.3,,,,,12/4/2022,6/22/2010,6,Low,Satisfactory,6/22/2010,"Under Investigation, Planning, Permitting, or Design for Remediation",3/11/2021,Yes,7/9/2010,No,https://damsafety.org/virginia
Stumpy Lake Dam,VA810003,"City of Virginia Beach, Department of Public Utilities;City of Virginia Beach, Department of Public Utilities",Local Government,,,Recreation,36.7571,-76.1438,Virginia,Chesapeake,Virginia Beach,11.2,"Virginia, Congressional District 02",,Yes,No,10,10,10,10,Less than 25 feet,2400,,,Undetermined,,5700,5700,731,344,10.2,,Uncontrolled,100,Uncontrolled0;Uncontrolled0,12/4/2022,12/14/2021,3,Significant,Not Rated,12/14/2021,"Under Investigation, Planning, Permitting, or Design for Remediation",3/26/2022,Yes,4/6/2018,No,https://damsafety.org/virginia
Orange Raw Water Reservoir Dam,VA137022,Town of Orange,Local Government,USDA NRCS,,Water Supply,38.2598,-78.1557,Virginia,Orange,,,"Virginia, Congressional District 07",,Yes,No,49,,,49,25-50 feet,2550,,,Undetermined,,154,154,134,8.3,0.01,,,,,12/4/2022,2/5/2013,3,Significant,Satisfactory,2/5/2013,Normal Operations,1/5/2021,Yes,3/17/2017,No,https://damsafety.org/virginia
Ragland Dam,VA075114,Francis C Ragland,Private,,,,37.7237,-77.9012,Virginia,Goochland,,,"Virginia, Congressional District 05",,Yes,No,26,,,26,25-50 feet,500,,,Undetermined,,73.13,73.13,45.78,5.45,0.13,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,3/8/2021,No,,No,https://damsafety.org/virginia
Twin Lakes Dam # 2,VA079011,Twin Lakes Owners´ Association,Private,Ruckman Engineering,,Recreation,38.2499,-78.4409,Virginia,Greene,,7,"Virginia, Congressional District 07",,Yes,No,34,,,34,25-50 feet,1000,,,Undetermined,,658,658,129.9,11,3.9,,,,,12/4/2022,10/10/2022,1,High,Satisfactory,10/10/2022,"Under Investigation, Planning, Permitting, or Design for Remediation",4/7/2021,Yes,9/10/2020,No,https://damsafety.org/virginia
Westlake Dam,VA145033,"Three Bridge Investments, LLC",Private,,,Recreation,37.5894,-77.9093,Virginia,Powhatan,,5.5,"Virginia, Congressional District 05",,Yes,No,32,,,32,25-50 feet,720,,,Undetermined,,550,550,410,32,0.42,230,,,,12/4/2022,5/11/2021,6,Low,Satisfactory,5/11/2021,"Under Investigation, Planning, Permitting, or Design for Remediation",3/9/2021,Yes,4/15/2020,No,https://damsafety.org/virginia
Gum Spring Dam,VA109053,,Not Listed,,,Recreation,37.7729,-77.8839,Virginia,Louisa,,,"Virginia, Congressional District 05",,Yes,No,17,,,17,Less than 25 feet,,,,Undetermined,,58,58,,,0.61,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,3/8/2021,No,,No,https://damsafety.org/virginia
Louisa H.S. Dam,VA109046,"Taylor, Peter R., TRS for Peter R. Taylor TR",Private,,,,38.0148,-77.9222,Virginia,Louisa,,,"Virginia, Congressional District 05",,Yes,No,21,,,21,Less than 25 feet,,,,Undetermined,,61,61,,,0.18,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,3/8/2021,No,,No,https://damsafety.org/virginia
Woolfolk Brothers Dam #2,VA109030,Cosby Lee Woolfolk,Private,USDA NRCS;Virginia DCR - Division of Soil and Water Conservation,,Recreation,37.9894,-77.9938,Virginia,Louisa,,,"Virginia, Congressional District 05",,Yes,No,24,,,24,Less than 25 feet,530,,,Undetermined,,123,123,,,0.34,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,3/8/2021,No,,No,https://damsafety.org/virginia
Creekspring Court Dam,VA107074,"Ashley Springs Homeowners Association, Inc",Private,,,Flood Risk Reduction,39.0597,-77.717,Virginia,Loudoun,,0.1,"Virginia, Congressional District 10",,Yes,No,23,,,23,Less than 25 feet,393,,,Undetermined,,78.7,78.7,20.6,4.1,0.3,,,,,12/4/2022,,,Undetermined,Not Rated,,Not Applicable,3/8/2021,No,,No,https://damsafety.org/virginia
Camp Hanover Dam,VA085001,Presbytery of the James,Private,,,Recreation,37.6075,-77.2055,Virginia,Hanover,,,"Virginia, Congressional District 01",,Yes,No,23,,,23,Less than 25 feet,324,,,Undetermined,,137,137,40,10.5,1.53,,,,,12/4/2022,,6,Low,Not Rated,,Normal Operations,3/8/2021,Yes,10/23/2006,No,https://damsafety.org/virginia
E.H. Mills Memorial Dam,VA177015,Massaponax Sand & Gravel Corp.,Private,,,Recreation,38.2471,-77.4116,Virginia,Spotsylvania,,,"Virginia, Congressional District 07",,Yes,No,23,,,23,Less than 25 feet,,,,Undetermined,,1070,1070,,,0.06,,,,,12/4/2022,,6,Low,Not Rated,,Not Applicable,3/8/2021,No,,No,https://damsafety.org/virginia
